filepath,filename,modality,vocal_channel,emotion_code,emotion_label,intensity,statement,repetition,actor,duration_sec,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_1_mean,delta_mfcc_2_mean,delta_mfcc_3_mean,delta_mfcc_4_mean,delta_mfcc_5_mean,delta_mfcc_6_mean,delta_mfcc_7_mean,delta_mfcc_8_mean,delta_mfcc_9_mean,delta_mfcc_10_mean,delta_mfcc_11_mean,delta_mfcc_12_mean,delta_mfcc_13_mean,pitch_mean_hz,pitch_std_hz,pitch_range_hz,voiced_fraction,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_rolloff_mean,spectral_contrast_mean,zcr_mean,zcr_std,rms_energy_mean,rms_energy_std,rms_energy_max,chroma_mean,chroma_std,tempo_bpm,speech_ratio,silence_ratio,num_segments
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-01-01-03.wav,03-01-07-01-01-01-03.wav,03,01,07,disgust,normal,kids,01,03,4.0374,-536.83783,164.145126,62.42395,49.473755,-10.484187,34.231995,9.94076,23.428499,1.176211,23.477009,-5.760613,16.334587,-8.437291,14.960963,-7.849988,11.842402,-6.661592,10.505424,-0.82011,9.89874,0.067572,10.119167,-8.027549,10.605791,-4.88773,7.139743,-1.054157,-0.147726,0.559372,-0.035242,0.085363,0.095163,-0.00481,-0.079793,-0.103522,-0.106549,-0.08787,-0.08186,0.073352,516.9507,630.4915,2138.2482,1.0,2958.4868,1239.7532,2558.8156,5705.9894,20.6733,0.227446,0.17506,0.005148,0.007623,0.04065,0.482492,0.292107,112.3471,0.4198,0.5802,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-01-02-03.wav,03-01-07-01-01-02-03.wav,03,01,07,disgust,normal,kids,02,03,3.9707,-579.480774,164.491592,64.067055,57.778717,-4.15506,26.379837,10.677526,27.252699,5.574398,18.479303,-5.388274,17.396267,-8.055249,13.609323,-10.407084,13.372713,-8.094345,12.269507,-3.382186,10.504717,-0.65113,9.650221,-6.793852,10.582738,-4.511095,6.052202,0.16528,0.249866,0.175106,0.070676,0.063908,0.027673,-0.019632,-0.03649,-0.0413,-0.007978,0.014713,0.000444,-0.019261,428.1059,573.6435,1975.5197,1.0,2949.4907,1306.5754,2543.0709,5549.2442,20.1887,0.286536,0.277432,0.003581,0.004866,0.021329,0.512533,0.301826,92.2852,0.4678,0.5322,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-02-01-03.wav,03-01-07-01-02-01-03.wav,03,01,07,disgust,normal,dogs,01,03,3.6036,-583.873169,189.916351,50.527576,47.520161,1.728025,27.75584,13.597336,18.38175,3.645835,17.679682,-3.887522,15.949091,-14.064738,15.976961,-6.664171,12.223172,-3.967962,10.430001,-2.509128,13.900681,-1.203892,8.073422,-9.759271,10.858443,-4.327981,8.457613,-0.898299,-0.331907,0.315295,0.044187,0.157316,0.271417,0.242355,0.100665,0.0202,-0.070348,-0.033684,0.09971,0.076595,353.0649,474.0844,2018.1422,1.0,3133.5281,1288.2368,2689.4782,6123.1596,20.7526,0.234635,0.195222,0.003714,0.004704,0.017611,0.516681,0.29045,135.9992,0.4897,0.5103,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-02-02-03.wav,03-01-07-01-02-02-03.wav,03,01,07,disgust,normal,dogs,02,03,3.7705,-507.780334,148.983948,56.570194,59.080208,-13.515379,34.182949,8.34539,24.659081,2.771045,21.261759,-6.14024,18.15234,-14.338822,16.270971,-9.694249,11.008469,-8.12348,11.061481,-4.292723,10.701804,1.564662,11.480225,-8.088813,9.536544,-4.73569,7.850196,1.067616,0.590173,-0.198236,-0.08843,-0.08092,-0.036102,-0.059819,-0.065843,-0.074407,0.037467,0.029768,-0.05098,0.035069,484.7779,586.6891,2139.5664,1.0,3168.4371,1525.0028,2487.0237,5754.9797,20.5679,0.26446,0.221456,0.006456,0.00882,0.041508,0.469959,0.295513,161.499,0.4927,0.5073,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-01-01-03.wav,03-01-07-02-01-01-03.wav,03,01,07,disgust,strong,kids,01,03,4.1041,-547.904602,176.415817,67.891251,48.04398,-7.307589,31.068373,15.0856,24.480675,4.713898,22.389433,-9.615207,15.720899,-11.615055,14.622087,-5.792936,10.34864,-3.931542,12.176502,-5.115985,12.086287,-1.017226,11.147175,-7.197945,10.738959,-5.300787,7.581572,0.704981,0.386007,-0.179827,-0.124336,-0.082299,-0.056996,-0.111917,-0.137056,-0.04401,0.003253,0.028764,-0.023827,-0.053022,374.2797,543.6619,2139.7633,1.0,2794.3559,1077.8244,2570.9416,5498.692,20.4327,0.231437,0.163886,0.004443,0.006232,0.029591,0.505808,0.28328,69.8374,0.4866,0.5134,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-01-02-03.wav,03-01-07-02-01-02-03.wav,03,01,07,disgust,strong,kids,02,03,4.1041,-515.932251,150.232803,70.211266,50.173836,-2.855286,30.76018,12.239088,25.652079,-2.879492,23.389008,-5.545544,16.518288,-10.55145,14.536309,-2.719566,11.160009,-3.716167,11.032394,-5.400281,9.778399,2.353735,11.961901,-5.192398,12.257767,-3.354845,9.486129,-0.217103,0.572492,-0.09214,-0.052906,-0.132194,0.071078,-0.026114,-0.091962,-0.053908,0.076871,-0.032316,-0.071152,0.094221,429.4841,564.145,2136.7774,1.0,2882.1062,1231.7633,2580.9696,5577.3429,20.5353,0.172038,0.105552,0.004597,0.005308,0.020466,0.456038,0.291323,92.2852,0.5601,0.4399,6
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-02-01-03.wav,03-01-07-02-02-01-03.wav,03,01,07,disgust,strong,dogs,01,03,3.8372,-498.988861,172.932877,66.936203,55.948399,-0.675016,33.142544,5.629609,24.483438,-5.468801,27.223888,-6.413841,15.117794,-13.545592,17.784391,-1.09371,17.736097,-7.636962,11.298394,-11.604572,14.671708,-3.273052,10.155588,-4.939369,12.618526,-7.277762,7.630939,-0.192913,0.376754,0.271911,0.009621,-0.024298,0.017147,0.027497,0.019832,0.055332,0.051391,0.033512,-0.021749,0.057991,321.1348,392.7929,1953.905,1.0,2846.4515,1397.8497,2519.3165,5532.4117,21.5377,0.228542,0.206153,0.008427,0.011578,0.048108,0.443137,0.304835,75.9995,0.5809,0.4191,6
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-02-02-03.wav,03-01-07-02-02-02-03.wav,03,01,07,disgust,strong,dogs,02,03,3.9373,-444.424683,158.920929,50.141113,56.277817,-11.495377,32.538189,4.081997,22.769911,-10.351025,28.987148,-3.414377,16.265299,-15.020252,17.351917,-8.296694,17.332064,-10.111552,10.454865,-8.503111,14.083678,-5.314574,11.883247,-3.428581,10.426255,-6.472902,9.378766,-0.594384,-0.214917,-0.072092,-0.070639,0.057749,-0.048317,-0.096503,-0.180715,-0.130304,-0.079546,0.037982,-0.057713,0.086786,403.5231,539.0138,2139.7633,1.0,3103.6488,1482.2745,2463.4043,5697.1789,21.5864,0.224664,0.161065,0.013862,0.017006,0.065846,0.471458,0.30819,151.9991,0.5426,0.4574,3
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-01-01-03.wav,03-01-08-01-01-01-03.wav,03,01,08,surprised,normal,kids,01,03,3.2366,-561.824463,184.286255,57.360504,49.06213,-15.214553,23.623589,1.201024,17.835951,-5.838339,18.050859,-3.551319,12.407151,-14.903946,17.432407,-14.010785,13.393168,-6.61552,9.444459,-10.389125,16.799503,-1.172143,9.717555,-5.235052,8.908248,-4.003527,9.838314,0.545851,0.409767,-0.068804,-0.143932,-0.043478,0.009953,-0.025108,-0.065176,-0.067626,-0.007437,0.000481,-0.014027,0.022947,558.0348,647.1662,2139.7633,1.0,2804.1152,1502.2308,2344.7899,5354.5386,19.1744,0.180647,0.16141,0.006752,0.008647,0.028305,0.466859,0.342289,161.499,0.4448,0.5552,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-01-02-03.wav,03-01-08-01-01-02-03.wav,03,01,08,surprised,normal,kids,02,03,3.3701,-554.622192,197.358353,51.87159,52.769867,-5.901474,26.617065,8.644476,16.975878,4.35828,17.768944,-2.044195,13.52265,-7.865849,15.02154,-5.876222,14.350919,-0.306737,8.496099,-5.575982,14.598328,0.53689,8.676097,-2.182189,10.716848,-5.54518,10.395156,0.176959,0.198905,0.095092,0.030859,0.039157,0.073812,0.079705,0.05323,0.028407,0.027766,0.042462,0.050646,0.042644,507.4128,611.8877,2139.7633,1.0,3058.0417,1297.8752,2719.8216,6080.8438,19.804,0.217676,0.198591,0.007519,0.009981,0.0358,0.534794,0.302491,151.9991,0.4547,0.5453,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-02-01-03.wav,03-01-08-01-02-01-03.wav,03,01,08,surprised,normal,dogs,01,03,3.2032,-585.617737,191.481659,54.735394,58.564137,-7.552948,31.058508,6.39077,18.352148,-3.836562,18.613991,0.279605,12.090993,-11.890846,17.734432,-10.357372,13.284217,-5.632743,8.893453,-9.938418,16.249899,0.203343,8.830221,-1.250379,9.366861,-6.964414,11.332158,0.061552,0.083217,0.072878,0.05879,0.043979,0.030903,0.021183,0.015325,0.01248,0.010847,0.008653,0.004935,-0.000393,327.0638,422.7345,1933.4989,1.0,3222.6335,1501.0959,2587.0674,6152.4886,19.8615,0.25133,0.186272,0.006034,0.008199,0.030733,0.528132,0.307668,123.0469,0.4059,0.5941,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-02-02-03.wav,03-01-08-01-02-02-03.wav,03,01,08,surprised,normal,dogs,02,03,3.5702,-530.770386,195.512497,58.192909,62.985554,-16.139074,34.024693,7.618869,19.836966,-1.142287,21.633799,-5.518997,15.382342,-11.781253,15.537455,-8.105711,11.985777,-3.065346,8.627981,-8.982016,15.837118,2.688569,7.820491,-1.951126,8.916588,-5.460927,8.976086,0.053678,0.073241,0.065865,0.055428,0.043925,0.033103,0.024148,0.017606,0.0134,0.01092,0.009267,0.007612,0.00547,571.8888,714.0079,2139.7633,1.0,2715.7262,1682.906,2177.8779,5048.2777,19.1214,0.181485,0.166533,0.009522,0.012231,0.040688,0.454244,0.337541,151.9991,0.4683,0.5317,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-01-01-03.wav,03-01-08-02-01-01-03.wav,03,01,08,surprised,strong,kids,01,03,3.27,-502.450562,201.389313,58.196262,47.932606,-14.181881,31.820843,4.549208,21.581888,-5.625412,21.38076,-9.735067,20.492924,-9.498044,14.970656,-12.199601,14.463583,-5.074536,8.961969,-12.91986,16.677622,-3.202497,7.87309,-0.476232,9.707032,-7.788298,12.55414,0.700508,0.544451,-0.016814,-0.094473,-0.058931,-0.067541,-0.129965,-0.159666,-0.102645,-0.08444,-0.086605,-0.015681,0.065903,479.9493,497.5815,1949.5203,1.0,2941.0849,1296.1074,2534.3042,5710.804,19.7781,0.23717,0.203485,0.013715,0.018951,0.060844,0.517353,0.29913,215.332,0.4048,0.5952,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-01-02-03.wav,03-01-08-02-01-02-03.wav,03,01,08,surprised,strong,kids,02,03,3.6036,-455.106659,180.291916,43.152248,47.821735,-9.550727,23.598436,6.914235,20.282881,-2.366349,20.938463,-7.289834,16.387547,-7.503323,13.260319,-9.24296,14.971176,-0.062824,7.751916,-8.6691,13.830249,-1.762456,8.034808,0.596517,10.390426,-7.292006,10.104049,0.058736,0.053692,0.000913,-0.017804,0.001543,0.012846,-0.009523,-0.036884,-0.031118,0.002545,0.026523,0.021668,0.005596,466.3738,538.9417,2139.7633,1.0,3096.1526,1545.1824,2521.3234,5835.429,19.2231,0.179894,0.134549,0.016938,0.024114,0.107806,0.491183,0.324101,117.4538,0.451,0.549,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-02-01-03.wav,03-01-08-02-02-01-03.wav,03,01,08,surprised,strong,dogs,01,03,3.5035,-456.461823,186.564911,47.076836,46.362602,-12.145889,29.886257,-4.691467,17.253841,-7.656806,20.432467,-1.122072,13.460094,-16.796541,17.723124,-11.815145,15.508717,-2.855513,10.235553,-11.926403,15.878518,-0.578652,11.052885,-2.069556,8.12472,-6.227223,11.922365,0.429514,0.381839,-0.030783,-0.201901,-0.082264,0.043148,0.012193,-0.061514,-0.050097,0.010597,0.036022,0.018904,-0.008744,524.3445,494.2599,2139.3172,1.0,3084.0984,1459.8629,2555.5334,5915.998,19.8269,0.208131,0.200292,0.01755,0.023957,0.08784,0.48809,0.314715,184.5703,0.4507,0.5493,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-02-02-03.wav,03-01-08-02-02-02-03.wav,03,01,08,surprised,strong,dogs,02,03,3.2366,-541.564636,199.97377,52.289139,54.423817,-8.516229,31.259764,2.478904,23.727308,-2.971821,23.167351,-5.037603,16.645947,-10.758559,16.993059,-8.645348,11.373425,-5.31471,8.843799,-9.242913,14.369592,-1.704989,6.675674,-4.475661,9.509537,-6.367255,10.627316,0.064245,0.127808,0.094477,-0.002962,-0.021657,0.012713,0.027246,0.018429,-0.011306,-0.029546,0.021594,0.056264,0.016014,524.408,612.1507,2139.7633,1.0,3151.3527,1639.0804,2483.9089,5909.7107,19.3057,0.225296,0.199014,0.010368,0.014513,0.049346,0.496157,0.311219,83.3543,0.4089,0.5911,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-01-01-04.wav,03-01-01-01-01-01-04.wav,03,01,01,neutral,normal,kids,01,04,3.3033,-695.850281,187.342407,42.934261,57.244354,-7.274557,28.365194,8.977729,17.786741,-4.170578,14.878259,-4.924891,13.47463,-6.537961,14.061445,-12.679187,16.221621,-7.311471,10.711363,-3.600855,9.264909,-3.250098,6.257683,-7.083312,8.285508,-4.540172,7.399301,0.050315,0.061443,0.036574,0.010527,-0.003055,-0.005131,-0.007,-0.01722,-0.03162,-0.037828,-0.032324,-0.020811,-0.008369,580.5213,738.1935,2138.839,1.0,3153.5765,2057.8742,2275.0309,5674.3002,19.7218,0.261398,0.270975,0.002475,0.003495,0.013278,0.425369,0.362138,143.5547,0.4147,0.5853,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-01-02-04.wav,03-01-01-01-01-02-04.wav,03,01,01,neutral,normal,kids,02,04,3.3701,-699.058838,187.964203,43.971985,55.083626,-7.463785,30.327354,6.14891,16.035662,-8.039638,15.257267,-7.606487,14.195935,-8.504782,15.865876,-14.781918,16.667686,-10.882157,13.149536,-5.324732,9.514966,-4.378772,7.61485,-8.113154,9.915709,-5.362907,8.047932,0.034714,0.044989,0.03426,0.020673,0.009447,0.004323,0.002572,-0.001473,-0.0088,-0.016191,-0.020481,-0.021176,-0.020376,600.0148,786.3728,2132.4959,1.0,2639.1046,1886.0268,2098.9872,4952.3417,20.4008,0.28214,0.288061,0.00275,0.003787,0.013692,0.351834,0.350509,75.9995,0.4134,0.5866,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-02-01-04.wav,03-01-01-01-02-01-04.wav,03,01,01,neutral,normal,dogs,01,04,3.27,-719.351074,194.007919,46.507118,57.274181,-6.723055,34.126598,2.04931,15.546583,-5.955284,20.886705,-4.5576,12.541836,-9.712335,16.47003,-14.66402,17.385399,-8.840659,11.419413,-6.059713,10.353166,-5.494344,6.844711,-9.315282,10.689201,-5.959335,6.195662,0.098359,0.120193,0.084033,0.059808,0.046262,0.026785,0.000642,-0.019054,-0.028404,-0.0359,-0.042225,-0.03835,-0.025592,739.7632,890.4589,2139.6014,1.0,2250.4821,1900.9883,1861.7707,4283.8093,19.8755,0.249117,0.289663,0.002569,0.003697,0.01476,0.355357,0.367979,112.3471,0.3835,0.6165,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-02-02-04.wav,03-01-01-01-02-02-04.wav,03,01,01,neutral,normal,dogs,02,04,3.2366,-726.758423,196.727707,46.622398,56.124615,-3.212823,33.710396,2.159241,14.609609,-5.93375,18.894966,-4.686238,11.888005,-8.642963,15.615355,-14.10784,17.044554,-9.158595,12.981145,-5.685966,10.057513,-5.028535,6.126126,-8.541237,9.903356,-6.193596,7.179861,0.131445,0.150693,0.082202,0.031352,0.008489,0.000857,-0.001878,-0.005839,-0.016105,-0.025058,-0.0276,-0.023185,-0.016517,730.1153,897.6633,2139.7633,1.0,2399.7723,2063.9271,1897.3025,4449.9902,19.1789,0.25542,0.286324,0.002153,0.003083,0.011992,0.349276,0.357947,112.3471,0.3874,0.6126,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-01-01-04.wav,03-01-02-01-01-01-04.wav,03,01,02,calm,normal,kids,01,04,3.8038,-660.348877,173.667023,51.629906,52.813976,-10.654974,29.580046,3.726228,21.462046,-10.333008,19.192871,-7.455692,16.383715,-9.549083,15.487823,-14.666878,15.556073,-10.906918,12.934334,-4.82825,10.977216,-4.085314,8.017641,-9.065867,10.805978,-4.635815,9.073232,0.0493,0.061568,0.043816,0.029997,0.020486,0.000142,-0.029309,-0.044873,-0.041443,-0.034986,-0.029231,-0.018289,-0.006433,641.5887,768.9847,2139.7633,1.0,2403.1009,1537.2995,2095.3892,4644.4756,20.8859,0.248559,0.248802,0.002763,0.003563,0.014375,0.389655,0.346997,143.5547,0.4761,0.5239,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-01-02-04.wav,03-01-02-01-01-02-04.wav,03,01,02,calm,normal,kids,02,04,3.7371,-659.701477,182.029449,54.789452,48.584007,-17.974661,28.552679,4.514951,18.658051,-7.6019,14.930029,-6.853135,16.28533,-10.136916,15.145295,-13.472782,14.643587,-8.616735,13.78642,-3.634038,10.645803,-3.353072,7.865669,-9.022443,9.177608,-4.807084,6.964581,0.067937,0.08493,0.058966,0.032814,0.015062,0.005026,-0.001258,-0.006675,-0.013083,-0.020655,-0.026543,-0.027376,-0.023587,574.8722,678.151,2138.7659,1.0,2503.0125,1492.882,2151.0189,4797.6913,20.475,0.246258,0.248993,0.002985,0.003603,0.011352,0.399724,0.34934,151.9991,0.4846,0.5154,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-02-01-04.wav,03-01-02-01-02-01-04.wav,03,01,02,calm,normal,dogs,01,04,3.637,-649.000671,174.897903,51.3759,54.937412,-6.062449,34.105263,6.623452,19.863556,-8.53977,22.151068,-4.004295,15.690973,-8.75922,18.163912,-13.475445,15.353702,-8.887058,14.375507,-4.508001,12.398536,-3.042563,7.548114,-7.012759,10.512608,-2.221001,7.161083,0.082125,0.123685,0.113192,0.07985,0.058751,0.045243,0.031058,0.0237,0.018261,0.013131,0.007872,-0.002796,-0.004776,835.7245,877.9731,2139.7633,1.0,2216.8862,1776.2679,1919.8364,4259.3224,20.3304,0.160106,0.178874,0.003956,0.00469,0.012931,0.332033,0.357023,52.7344,0.4724,0.5276,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-02-01-02-02-04.wav,03-01-02-01-02-02-04.wav,03,01,02,calm,normal,dogs,02,04,3.5703,-657.902832,159.021729,54.730621,50.854782,-12.27472,34.902126,-0.353244,17.620064,-7.772832,17.643913,-5.127916,14.373483,-12.276025,15.960474,-20.516783,15.326429,-8.849319,13.680767,-4.2577,12.806192,-5.982444,7.374341,-8.259951,8.999748,-6.750642,8.572738,0.453135,0.355801,-0.050189,-0.082313,0.039042,0.010725,-0.082145,-0.065305,0.037711,0.06328,-0.01759,-0.06156,-0.022708,554.0759,621.5179,2139.5971,1.0,2813.5807,1554.8245,2386.109,5446.7119,21.2222,0.267324,0.218307,0.002714,0.003326,0.011297,0.413608,0.337406,92.2852,0.4748,0.5252,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-02-02-01-01-04.wav,03-01-02-02-01-01-04.wav,03,01,02,calm,strong,kids,01,04,3.9707,-663.026062,162.235397,49.320267,51.752495,-10.904672,23.675062,2.585474,18.47307,-8.794811,15.035723,-4.552904,14.444398,-10.804564,15.432777,-13.400598,12.686025,-9.38186,13.555641,-4.284801,12.794017,-3.72002,8.367988,-10.603786,9.904529,-5.372888,6.083113,0.077453,0.090297,0.04849,0.012276,-0.008021,-0.020319,-0.030044,-0.033915,-0.031553,-0.028926,-0.028056,-0.023526,-0.012088,683.7278,781.583,2138.0209,1.0,2428.9009,1762.2343,2050.0619,4494.618,20.3735,0.210367,0.24791,0.002612,0.003231,0.012126,0.339165,0.349918,103.3594,0.5088,0.4912,2
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-02-02-01-02-04.wav,03-01-02-02-01-02-04.wav,03,01,02,calm,strong,kids,02,04,3.8039,-638.689697,143.898758,60.615471,46.439667,-18.470163,26.238874,3.460989,21.042393,-6.000627,15.390394,-6.187195,15.95959,-14.307843,15.584832,-21.161999,13.934355,-9.90306,14.533244,-3.960622,13.160254,-5.140092,8.008536,-9.956863,10.523859,-2.978397,7.780769,0.580003,0.284665,-0.112435,-0.112037,0.034561,0.051126,-0.040323,-0.05373,-0.020103,0.013252,0.001736,-0.006776,0.008806,426.1233,478.2642,1933.0173,1.0,2861.2882,1212.2214,2458.4523,5450.592,21.0232,0.27448,0.204793,0.002704,0.003442,0.012942,0.454477,0.333786,123.0469,0.4822,0.5178,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-02-02-02-01-04.wav,03-01-02-02-02-01-04.wav,03,01,02,calm,strong,dogs,01,04,3.8038,-613.988403,142.234558,55.380436,52.821938,-14.584273,32.712521,4.475887,20.671871,-9.213384,16.709127,-4.576474,17.868626,-12.888386,17.803642,-19.763729,17.070667,-5.66795,13.680281,-3.938139,12.453173,-4.870845,8.254949,-8.496078,10.531615,-3.067795,7.518307,0.026957,0.034004,0.023283,0.010801,0.002621,0.001307,0.003142,0.002227,-0.002141,-0.004197,0.000907,0.010115,0.015139,723.0946,714.9248,2131.7033,1.0,2636.7726,1678.0264,2200.3646,4903.7931,21.4901,0.203783,0.209112,0.003247,0.003696,0.01338,0.375544,0.344589,112.3471,0.5189,0.4811,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-02-02-02-02-04.wav,03-01-02-02-02-02-04.wav,03,01,02,calm,strong,dogs,02,04,4.0374,-667.610229,187.86142,48.528717,58.326065,-6.304772,26.78413,1.782159,21.371483,-9.877085,22.280674,-6.140697,14.868795,-15.069179,18.841108,-14.632696,15.130398,-9.023977,13.516847,-5.252291,12.280483,-8.135798,7.868411,-11.808276,11.319235,-4.596909,7.066967,0.118607,0.119896,0.045327,0.030102,0.037447,0.01232,-0.010123,-0.002033,0.001581,-0.025336,-0.055145,-0.050944,-0.023319,463.012,597.033,2139.7633,1.0,3349.5105,1692.518,2521.239,6050.3969,19.9444,0.297787,0.255465,0.002851,0.003259,0.011305,0.484323,0.348124,161.499,0.5176,0.4824,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-03-01-01-01-04.wav,03-01-03-01-01-01-04.wav,03,01,03,happy,normal,kids,01,04,3.5035,-650.451111,203.241882,46.445557,56.546551,-16.175938,34.164486,6.334686,17.458788,-7.713892,19.790451,-8.613977,17.421381,-7.716543,16.705465,-14.304404,19.110508,-8.141253,13.487101,-4.452998,10.149254,-7.792503,10.003909,-8.840263,9.576227,-6.359795,9.022392,0.039599,0.05275,0.043748,0.031113,0.017747,0.006378,-0.00145,-0.005795,-0.007794,-0.008568,-0.008491,-0.007463,-0.005852,742.6498,879.1811,2139.7633,1.0,2273.6924,1853.8679,1834.1876,4271.4887,19.639,0.231255,0.270246,0.004505,0.006081,0.022175,0.356162,0.348827,129.1992,0.4374,0.5626,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-03-01-01-02-04.wav,03-01-03-01-01-02-04.wav,03,01,03,happy,normal,kids,02,04,3.5369,-598.967102,201.984421,39.636375,50.094261,-20.287094,37.07835,5.702582,21.246622,-6.810518,20.171085,-11.35649,20.63751,-5.139404,16.432901,-15.260246,18.753675,-8.590344,12.989941,-2.932333,9.782001,-7.216058,9.376115,-7.563582,9.298764,-6.929523,9.61981,0.000555,0.00062,0.000279,8e-05,0.000195,0.000483,0.000619,0.000398,-6.9e-05,-0.000452,-0.000513,-0.000311,-0.000138,388.8116,524.1542,2139.7633,1.0,3295.04,1579.6801,2466.3898,6115.2889,19.1547,0.323983,0.270276,0.006686,0.009271,0.033809,0.498152,0.338582,151.9991,0.4267,0.5733,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-03-01-02-01-04.wav,03-01-03-01-02-01-04.wav,03,01,03,happy,normal,dogs,01,04,3.5035,-620.301941,202.215302,44.094635,58.074356,-12.841683,38.182785,8.851801,22.060234,-4.140838,20.491386,-7.575772,17.43947,-3.306719,16.784449,-12.536225,16.912241,-7.053839,11.865765,-5.823918,12.01576,-4.152262,6.307,-6.591554,8.258471,-5.185892,7.415802,0.02412,0.033316,0.0305,0.025025,0.017266,0.009021,0.002487,-0.001351,-0.003406,-0.005533,-0.008808,-0.012606,-0.015324,518.7612,701.462,2139.7633,1.0,3421.361,1995.973,2428.0888,6126.0537,19.3185,0.267652,0.230092,0.005368,0.006706,0.023329,0.478083,0.352175,86.1328,0.444,0.556,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-03-01-02-02-04.wav,03-01-03-01-02-02-04.wav,03,01,03,happy,normal,dogs,02,04,3.4368,-607.913818,199.624573,43.231178,57.162849,-15.182761,41.204338,5.704208,21.096479,-3.845372,18.688465,-9.988028,18.115194,-5.76805,16.809362,-14.328465,20.249384,-5.538021,11.440152,-3.931337,10.802194,-5.839096,8.384782,-5.621952,9.173689,-4.76296,7.704168,0.021009,0.028699,0.025844,0.021628,0.016669,0.011554,0.006733,0.00252,-0.000865,-0.003271,-0.004648,-0.005113,-0.004991,353.4936,530.3879,2139.7633,1.0,3227.3092,1704.1235,2455.4694,6027.6349,19.8631,0.345497,0.28341,0.007014,0.009128,0.029765,0.51059,0.350429,69.8374,0.4324,0.5676,1
data\ravdess\Audio_Speech_Actors_01-24\Actor_04\03-01-03-02-01-01-04.wav,03-01-03-02-01-01-04.wav,03,01,03,happy,strong,kids,01,04,3.8706,-498.472015,178.751236,34.721436,37.449924,-23.286217,34.989933,2.358085,20.862177,-6.037969,20.9835,-8.6032,22.247002,-4.719084,15.880777,-16.445896,17.571728,-7.563459,12.478155,-0.086983,13.375562,-4.07559,11.43385,-8.949427,10.593811,-1.702172,13.941817,-0.020355,-0.00622,0.0256,0.03299,0.032224,0.031311,0.027233,0.023151,0.014149,0.006961,0.007912,-0.003974,-0.022322,883.8595,742.3449,2139.7633,1.0,2989.6605,1539.6708,2337.4497,5576.2615,20.0954,0.220428,0.184144,0.013653,0.019336,0.084775,0.419341,0.354614,117.4538,0.4559,0.5441,2
